,Unnamed: 0,id,name,location,sampling_rate,lfp_sampling_rate,has_lfp_data,session,inserted
431,431,90,probeB,See electrode locations,29999.951576171286,,False,1189336645,True
432,432,91,probeC,See electrode locations,30000.22193214796,,False,1189336645,True
436,436,47,probeA,See electrode locations,30000.129572794,,False,1174553025,True
437,437,48,probeB,See electrode locations,29999.94899747002,,False,1174553025,True
438,438,49,probeC,See electrode locations,30000.222600934645,,False,1174553025,True
439,439,50,probeD,See electrode locations,30000.108834036524,,False,1174553025,True
440,440,51,probeE,See electrode locations,30000.073430014843,,False,1174553025,True
441,441,52,probeF,See electrode locations,30000.122462362862,,False,1174553025,True
442,442,430,probeA,See electrode locations,30000.11040935837,,False,1226251663,True
443,443,431,probeB,See electrode locations,29999.9355296787,,False,1226251663,True
444,444,432,probeC,See electrode locations,30000.223352484834,,False,1226251663,True
445,445,433,probeD,See electrode locations,30000.090371061742,,False,1226251663,True
446,446,434,probeE,See electrode locations,30000.0587403621,,False,1226251663,True
447,447,435,probeF,See electrode locations,30000.10891890656,,False,1226251663,True
449,449,35,probeB,See electrode locations,29999.953953257354,,False,1178460518,True
450,450,37,probeC,See electrode locations,30000.22525037048,,False,1178460518,True
451,451,38,probeD,See electrode locations,30000.11164982704,,False,1178460518,True
452,452,36,probeE,See electrode locations,30000.07476653371,,False,1178460518,True
453,453,39,probeF,See electrode locations,30000.12869810484,,False,1178460518,True
455,455,96,probeB,See electrode locations,29999.95138123268,,False,1189820015,True
459,459,340,probeA,See electrode locations,30000.1105402595,,False,1210608527,True
460,460,337,probeB,See electrode locations,29999.935671575546,,False,1210608527,True
461,461,339,probeC,See electrode locations,30000.20047733887,,False,1210608527,True
462,462,342,probeD,See electrode locations,30000.091325694968,,False,1210608527,True
463,463,341,probeE,See electrode locations,30000.06210018084,,False,1210608527,True
464,464,338,probeF,See electrode locations,30000.10989439178,,False,1210608527,True
465,465,146,probeA,See electrode locations,30000.12215361764,,False,1181731440,True
466,466,147,probeB,See electrode locations,29999.9440472504,,False,1181731440,True
467,467,148,probeC,See electrode locations,30000.21392535358,,False,1181731440,True
469,469,150,probeE,See electrode locations,30000.06745304972,,False,1181731440,True
470,470,151,probeF,See electrode locations,30000.11704603449,,False,1181731440,True
471,471,283,probeA,See electrode locations,30000.10836048832,,False,1200260055,True
472,472,284,probeB,See electrode locations,29999.93284588423,,False,1200260055,True
473,473,285,probeC,See electrode locations,30000.198781995496,,False,1200260055,True
474,474,286,probeD,See electrode locations,30000.0888229841,,False,1200260055,True
475,475,287,probeE,See electrode locations,30000.05782132449,,False,1200260055,True
476,476,288,probeF,See electrode locations,30000.1078760874,,False,1200260055,True
477,477,406,probeA,See electrode locations,30000.106269696644,,False,1224635971,True
478,478,407,probeB,See electrode locations,29999.931886042963,,False,1224635971,True
479,479,408,probeC,See electrode locations,30000.21921333559,,False,1224635971,True
480,480,409,probeD,See electrode locations,30000.08755616116,,False,1224635971,True
481,481,410,probeE,See electrode locations,30000.055925318,,False,1224635971,True
482,482,411,probeF,See electrode locations,30000.1070977292,,False,1224635971,True
483,483,122,probeA,See electrode locations,30000.12207193216,,False,1180107381,True
484,484,123,probeB,See electrode locations,29999.943470266,,False,1180107381,True
485,485,124,probeC,See electrode locations,30000.21318514377,,False,1180107381,True
486,486,125,probeD,See electrode locations,30000.101806244948,,False,1180107381,True
487,487,126,probeE,See electrode locations,30000.065558674323,,False,1180107381,True
488,488,127,probeF,See electrode locations,30000.11679955825,,False,1180107381,True
489,489,331,probeA,See electrode locations,30000.10601662799,,False,1210343162,True
490,490,333,probeB,See electrode locations,29999.931729381,,False,1210343162,True
491,491,334,probeC,See electrode locations,30000.19656810268,,False,1210343162,True
492,492,336,probeD,See electrode locations,30000.0878414216,,False,1210343162,True
493,493,332,probeE,See electrode locations,30000.05846898984,,False,1210343162,True
494,494,335,probeF,See electrode locations,30000.10585434936,,False,1210343162,True
496,496,25,probeC,See electrode locations,30000.21888638565,,False,1177900858,True
497,497,26,probeD,See electrode locations,30000.1058596182,,False,1177900858,True
498,498,27,probeE,See electrode locations,30000.06977672888,,False,1177900858,True
499,499,28,probeF,See electrode locations,30000.12365391977,,False,1177900858,True
500,500,187,probeA,See electrode locations,30000.128279657896,,False,1191375883,True
501,501,191,probeB,See electrode locations,29999.9517227094,,False,1191375883,True
502,502,190,probeC,See electrode locations,30000.222886919822,,False,1191375883,True
503,503,192,probeD,See electrode locations,30000.11221427379,,False,1191375883,True
504,504,189,probeE,See electrode locations,30000.07586431381,,False,1191375883,True
505,505,188,probeF,See electrode locations,30000.1260077854,,False,1191375883,True
506,506,427,probeA,See electrode locations,30000.110241375503,,False,1226010097,True
507,507,428,probeB,See electrode locations,29999.935595047544,,False,1226010097,True
508,508,424,probeC,See electrode locations,30000.222278642505,,False,1226010097,True
509,509,426,probeD,See electrode locations,30000.0904700931,,False,1226010097,True
510,510,425,probeE,See electrode locations,30000.059330323293,,False,1226010097,True
511,511,429,probeF,See electrode locations,30000.109417572075,,False,1226010097,True
513,513,78,probeB,See electrode locations,29999.945463882646,,False,1176791184,True
514,514,79,probeC,See electrode locations,30000.216496852565,,False,1176791184,True
515,515,80,probeD,See electrode locations,30000.103140814084,,False,1176791184,True
516,516,81,probeE,See electrode locations,30000.067881813746,,False,1176791184,True
517,517,82,probeF,See electrode locations,30000.11879317405,,False,1176791184,True
518,518,484,probeA,See electrode locations,30000.11400292905,,False,1231476077,True
519,519,485,probeB,See electrode locations,29999.934106086468,,False,1231476077,True
520,520,486,probeC,See electrode locations,30000.235456926977,,False,1231476077,True
521,521,487,probeD,See electrode locations,30000.095887222487,,False,1231476077,True
522,522,488,probeE,See electrode locations,30000.06264883913,,False,1231476077,True
523,523,489,probeF,See electrode locations,30000.10911956467,,False,1231476077,True
524,524,343,probeA,See electrode locations,30000.10243525083,,False,1210863396,True
525,525,345,probeB,See electrode locations,29999.92869576487,,False,1210863396,True
526,526,348,probeC,See electrode locations,30000.193018756057,,False,1210863396,True
527,527,344,probeD,See electrode locations,30000.08370497168,,False,1210863396,True
528,528,347,probeE,See electrode locations,30000.05431780955,,False,1210863396,True
529,529,346,probeF,See electrode locations,30000.102112314984,,False,1210863396,True
530,530,592,probeB,See electrode locations,29999.93970354371,,False,1187940755,True
531,531,593,probeC,See electrode locations,30000.20786368273,,False,1187940755,True
532,532,594,probeD,See electrode locations,30000.09847840761,,False,1187940755,True
533,533,595,probeE,See electrode locations,30000.064602215312,,False,1187940755,True
534,534,596,probeF,See electrode locations,30000.11367520415,,False,1187940755,True
535,535,502,probeA,See electrode locations,30000.10995333638,,False,1229887685,True
536,536,503,probeB,See electrode locations,29999.932886031056,,False,1229887685,True
537,537,504,probeC,See electrode locations,30000.2342904662,,False,1229887685,True
538,538,505,probeD,See electrode locations,30000.094352692744,,False,1229887685,True
539,539,506,probeE,See electrode locations,30000.06034328961,,False,1229887685,True
540,540,507,probeF,See electrode locations,30000.10683320766,,False,1229887685,True
541,541,233,probeA,See electrode locations,30000.10167714914,,False,1194850630,True
542,542,229,probeB,See electrode locations,29999.92738703361,,False,1194850630,True
543,543,231,probeC,See electrode locations,30000.19032607257,,False,1194850630,True
544,544,234,probeD,See electrode locations,30000.081731141363,,False,1194850630,True
545,545,232,probeE,See electrode locations,30000.051020621468,,False,1194850630,True
546,546,230,probeF,See electrode locations,30000.101360545843,,False,1194850630,True
547,547,448,probeA,See electrode locations,30000.11143665921,,False,1227622013,True
548,548,449,probeB,See electrode locations,29999.93291277954,,False,1227622013,True
549,549,450,probeC,See electrode locations,30000.233323092834,,False,1227622013,True
550,550,451,probeD,See electrode locations,30000.09371675649,,False,1227622013,True
551,551,452,probeE,See electrode locations,30000.060595443018,,False,1227622013,True
552,552,453,probeF,See electrode locations,30000.10580603592,,False,1227622013,True
553,553,627,probeA,See electrode locations,30000.1328473262,,False,1173189336,True
554,554,628,probeB,See electrode locations,29999.95095045392,,False,1173189336,True
555,555,629,probeC,See electrode locations,30000.22527861728,,False,1173189336,True
556,556,630,probeD,See electrode locations,30000.113405450364,,False,1173189336,True
557,557,631,probeE,See electrode locations,30000.07699312357,,False,1173189336,True
558,558,632,probeF,See electrode locations,30000.1259273365,,False,1173189336,True
559,559,633,probeA,See electrode locations,30000.12917361084,,False,1173741216,True
560,560,634,probeB,See electrode locations,29999.946396230025,,False,1173741216,True
561,561,635,probeC,See electrode locations,30000.22326707864,,False,1173741216,True
562,562,636,probeD,See electrode locations,30000.10917465079,,False,1173741216,True
563,563,637,probeE,See electrode locations,30000.07212739692,,False,1173741216,True
564,564,638,probeF,See electrode locations,30000.12114124164,,False,1173741216,True
565,565,514,probeA,See electrode locations,30000.116861803013,,False,1234028213,True
566,566,515,probeB,See electrode locations,29999.937856207715,,False,1234028213,True
567,567,516,probeC,See electrode locations,30000.239641281845,,False,1234028213,True
568,568,517,probeD,See electrode locations,30000.100633273767,,False,1234028213,True
569,569,518,probeE,See electrode locations,30000.066209120832,,False,1234028213,True
570,570,519,probeF,See electrode locations,30000.112763689565,,False,1234028213,True
571,571,466,probeA,See electrode locations,30000.11013951431,,False,1230732154,True
572,572,467,probeB,See electrode locations,29999.93105882912,,False,1230732154,True
573,573,468,probeC,See electrode locations,30000.230505220752,,False,1230732154,True
574,574,469,probeD,See electrode locations,30000.09040475756,,False,1230732154,True
575,575,470,probeE,See electrode locations,30000.05811151925,,False,1230732154,True
576,576,471,probeF,See electrode locations,30000.10459421076,,False,1230732154,True
577,577,544,probeA,See electrode locations,30000.111395115106,,False,1232954220,True
578,578,545,probeB,See electrode locations,29999.933288149525,,False,1232954220,True
579,579,546,probeC,See electrode locations,30000.2328241934,,False,1232954220,True
580,580,547,probeD,See electrode locations,30000.09343613338,,False,1232954220,True
581,581,548,probeE,See electrode locations,30000.06130767981,,False,1232954220,True
582,582,549,probeF,See electrode locations,30000.1074408439,,False,1232954220,True
583,583,361,probeA,See electrode locations,30000.10084704479,,False,1214409109,True
