ecephys_session_id,behavior_session_id,date_of_acquisition,equipment_name,session_type,mouse_id,genotype,sex,project_code,age_in_days,probes_annotated_in_ccf,unit_count,channel_count,structure_acronyms,session_number,novel_image_id,has_lfp
1174553025,1174585672,2022-05-02 15:19:21.026000,NP.1,EPHYS_1,608672,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,DynamicGating_DEV,208,"['probeA', 'probeB', 'probeC', 'probeD', 'probeE', 'probeF']",2230,2304,"['VISl', 'MGv', 'APN', 'out of brain', 'CA1', 'CP', 'CA3', 'PP', 'LT', 'AV', 'MB', 'No Area', 'VL', 'MOp', 'SUB', 'PF', 'VISp', 'PRE', 'SF', 'MGd', 'TH', 'V3', 'RSPd', 'SSp', 'DG', 'HPF', 'RSPv', 'NOT']",1,im104_r-1.0,True
1174790219,1174826567,2022-05-03 13:56:38.592000,NP.1,EPHYS_2,608672,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,DynamicGating_DEV,208,"['probeA', 'probeB', 'probeC', 'probeD', 'probeE', 'probeF']",2449,2304,"['VISl', 'SCsg', 'out of brain', 'CA1', 'TTd', 'CP', 'STR', 'SCdg', 'MOs', 'SCop', 'NB', 'AV', 'ILA', 'PAG', 'MB', 'No Area', 'SCdw', 'VL', 'SCiw', 'OLF', 'SEZ', 'SCzo', 'LSr', 'PL', 'VISp', 'ACAd', 'LD', 'RSPagl', 'MRN', 'RSPd', 'SCig', 'VISli', 'SSp', 'POST', 'RSPv']",2,im114_r-1.0,True
1175067685,1175099033,2022-05-04 14:11:50.167000,NP.1,EPHYS_3,608672,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,DynamicGating_DEV,208,"['probeA', 'probeB', 'probeC', 'probeD', 'probeE', 'probeF']",2304,2304,"['ENTm', 'VISl', 'CA2', 'MGv', 'APN', 'out of brain', 'CA1', 'CP', 'CA3', 'PP', 'NLL', 'VISpor', 'ProS', 'MB', 'No Area', 'VL', 'P', 'MOp', 'LP', 'SUB', 'CL', 'PF', 'VISp', 'PAR', 'SF', 'MGd', 'TH', 'RSPagl', 'MRN', 'RSPd', 'SSp', 'VISli', 'DG', 'HPF', 'RSPv']",3,im005_r-1.0,True
1175253205,1175312578,2022-05-05 13:04:16.894000,NP.1,EPHYS_4,608672,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,DynamicGating_DEV,208,"['probeA', 'probeB', 'probeC', 'probeD', 'probeE', 'probeF']",2315,2304,"['VISl', 'VPL', 'SCsg', 'out of brain', 'CA1', 'STR', 'VISpor', 'SCdg', 'MOs', 'SCop', 'ILA', 'PAG', 'No Area', 'MB', 'SCdw', 'VL', 'SCiw', 'SEZ', 'SCzo', 'LSr', 'PL', 'VISp', 'RT', 'PRE', 'TEa', 'ACAd', 'MRN', 'RSPd', 'SCig', 'VISli', 'SSp', 'POST', 'RSPv']",4,im087_r-1.0,True
1176580734,1176620114,2022-05-11 15:04:15.060000,NP.1,EPHYS_2,611160,Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating_DEV,172,[],1580,0,['Track not annotated'],2,im114_r-1.0,True
1176791184,1176825880,2022-05-12 14:26:48.113000,NP.1,EPHYS_3,611160,Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating_DEV,172,[],1857,0,['Track not annotated'],3,im005_r-1.0,True
1176989662,1177032132,2022-05-13 11:14:13.373000,NP.1,EPHYS_4,611160,Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating_DEV,172,[],1927,0,['Track not annotated'],4,im087_r-1.0,True
1189336645,1189415155,2022-07-05 14:23:05.263000,NP.1,EPHYS_1,611166,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,DynamicGating_DEV,228,[],1487,0,['Track not annotated'],1,im104_r-1.0,True
1189820015,1189906466,2022-07-06 15:16:04.220000,NP.1,EPHYS_2,611166,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,DynamicGating_DEV,228,[],750,0,['Track not annotated'],2,im114_r-1.0,True
1190094328,1190124105,2022-07-07 14:02:13.853000,NP.1,EPHYS_3,611166,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,DynamicGating_DEV,228,[],1011,0,['Track not annotated'],3,im005_r-1.0,True
1190290940,1190313454,2022-07-08 10:24:29.245000,NP.1,EPHYS_4,611166,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,DynamicGating_DEV,228,[],921,0,['Track not annotated'],4,im087_r-1.0,True
1179670730,1179717742,2022-05-24 14:26:31.876000,NP.1,EPHYS_1,612090,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating_DEV,180,"['probeA', 'probeB', 'probeC', 'probeD', 'probeE', 'probeF']",3086,2304,"['VPL', 'CA2', 'VISrl', 'PoT', 'out of brain', 'SGN', 'CA1', 'TTd', 'CP', 'CA3', 'STR', 'MOs', 'ProS', 'ILA', 'TRS', 'No Area', 'MB', 'RSPv', 'VL', 'OLF', 'Eth', 'LSr', 'PL', 'LGv', 'LP', 'SUB', 'VISp', 'ACB', 'PPT', 'RT', 'SF', 'DP', 'TH', 'V3', 'ACAd', 'RPF', 'ACAv', 'MRN', 'NPC', 'LSc', 'RSPd', 'DG', 'HPF', 'SSp', 'OP', 'POL', 'NOT']",1,im104_r-1.0,True
1179911454,1179945643,2022-05-25 14:46:50.138000,NP.1,EPHYS_2,612090,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating_DEV,180,"['probeB', 'probeC', 'probeD', 'probeE', 'probeF']",1296,1920,"['VISl', 'CA2', 'out of brain', 'CA1', 'CP', 'CA3', 'LSv', 'MOs', 'No Area', 'PO', 'VL', 'LSr', 'MOp', 'LGv', 'VISp', 'RT', 'VISal', 'LD', 'VISa', 'SSp', 'DG']",2,im114_r-1.0,True
1180107381,1180136630,2022-05-26 13:59:23.837000,NP.1,EPHYS_3,612090,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating_DEV,180,"['probeA', 'probeB', 'probeC', 'probeD', 'probeF']",2480,1920,"['VPL', 'CA2', 'MGm', 'VISrl', 'PoT', 'out of brain', 'SGN', 'CA1', 'SFO', 'TTd', 'CA3', 'STR', 'MOs', 'AV', 'AD', 'ProS', 'TRS', 'ILA', 'No Area', 'Track not annotated', 'OLF', 'LSr', 'MOp', 'PL', 'LP', 'VISp', 'RT', 'DP', 'PVT', 'SF', 'V3', 'ACAd', 'LD', 'RSPagl', 'ACAv', 'LSc', 'SSp', 'DG']",3,im005_r-1.0,True
1180266229,1180344154,2022-05-27 11:27:39.873000,NP.1,EPHYS_4,612090,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating_DEV,180,"['probeC', 'probeE']",1867,768,"['LD', 'IGL', 'No Area', 'SSp', 'Track not annotated', 'LGv', 'DG', 'CA1', 'VL', 'LGd', 'CA3', 'VISp']",4,im087_r-1.0,True
1181096406,1181158215,2022-05-31 15:15:44.760000,NP.1,EPHYS_1,614547,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating_DEV,167,"['probeA', 'probeB', 'probeD', 'probeE', 'probeF']",2257,1920,"['out of brain', 'CA1', 'TTd', 'CA3', 'STR', 'MOs', 'ILA', 'No Area', 'PO', 'VL', 'OLF', 'SEZ', 'VPM', 'PT', 'LSr', 'MOp', 'PL', 'LP', 'RT', 'DP', 'SF', 'V3', 'ACAd', 'LD', 'VISa', 'ACAv', 'LSc', 'SSp', 'DG']",1,im104_r-1.0,True
1181324124,1181368438,2022-06-01 13:54:07.026000,NP.1,EPHYS_2,614547,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating_DEV,167,"['probeA', 'probeB', 'probeC', 'probeD', 'probeE', 'probeF']",2532,2304,"['CA2', 'VISrl', 'out of brain', 'CA1', 'CP', 'CA3', 'LSv', 'STR', 'MOs', 'AD', 'TRS', 'No Area', 'PO', 'LGd', 'PT', 'LSr', 'MOp', 'VISp', 'RT', 'PVT', 'SF', 'VISal', 'TH', 'V3', 'ACAd', 'LD', 'ACAv', 'RSPd', 'LSc', 'SSp', 'DG', 'RSPv']",2,im114_r-1.0,True
1181731440,1181781821,2022-06-03 11:10:03.464000,NP.1,EPHYS_4,614547,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating_DEV,167,"['probeA', 'probeB', 'probeC', 'probeE', 'probeF']",1710,1920,"['CA2', 'VISrl', 'IAD', 'CA1', 'MD', 'CA3', 'MOs', 'AV', 'AD', 'TRS', 'No Area', 'Track not annotated', 'VL', 'SEZ', 'Eth', 'PT', 'LSr', 'MOp', 'LP', 'CL', 'VISp', 'RT', 'SF', 'V3', 'ACAd', 'LD', 'ACAv', 'RSPd', 'LSc', 'SSp', 'DG', 'VAL', 'AMd', 'RSPv']",4,im087_r-1.0,True
1187475832,1187501365,2022-06-27 15:44:58.776000,NP.1,EPHYS_1,614608,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating_DEV,194,"['probeA', 'probeB', 'probeC', 'probeD', 'probeE', 'probeF']",2853,2304,"['CA2', 'MGm', 'SCsg', 'MGv', 'out of brain', 'CA1', 'SGN', 'TTd', 'CP', 'CA3', 'MOs', 'SCop', 'ILA', 'MB', 'No Area', 'VL', 'SCiw', 'VPM', 'SCzo', 'PL', 'LGv', 'LP', 'SUB', 'VISp', 'RT', 'DP', 'SF', 'MGd', 'TH', 'V3', 'ACAd', 'RPF', 'RSPagl', 'RSPd', 'MRN', 'NPC', 'SSp', 'SCig', 'DG', 'HPF', 'RSPv']",1,im104_r-1.0,True
1187668018,1187706525,2022-06-28 14:16:55.019000,NP.1,EPHYS_2,614608,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating_DEV,194,"['probeA', 'probeB', 'probeC', 'probeD', 'probeE', 'probeF']",2612,2304,"['CA2', 'PoT', 'out of brain', 'APN', 'SGN', 'CA1', 'CP', 'CA3', 'LSv', 'STR', 'MOs', 'TRS', 'No Area', 'VISam', 'Eth', 'LSr', 'MOp', 'LP', 'SUB', 'VISp', 'PVT', 'SF', 'V3', 'ACAd', 'RSPagl', 'ACAv', 'RSPd', 'LSc', 'SSp', 'DG', 'HPF', 'RSPv', 'NOT']",2,im114_r-1.0,True
1187940755,1187966621,2022-06-29 15:05:53.771000,NP.1,EPHYS_3,614608,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating_DEV,194,"['probeB', 'probeC', 'probeD', 'probeE', 'probeF']",2356,1920,"['VPL', 'CA2', 'OP', 'MGv', 'out of brain', 'SSs', 'SGN', 'CA1', 'CP', 'CA3', 'MOs', 'ILA', 'MB', 'No Area', 'MPT', 'VL', 'VPM', 'PL', 'SUB', 'VISp', 'PPT', 'RT', 'DP', 'MGd', 'V3', 'ACAd', 'RPF', 'RSPd', 'NPC', 'SSp', 'DG', 'HPF', 'POST', 'VAL', 'RSPv', 'NOT']",3,im005_r-1.0,True
1188138256,1188247028,2022-06-30 14:39:29.170000,NP.1,EPHYS_4,614608,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating_DEV,194,"['probeA', 'probeB', 'probeC', 'probeE', 'probeF']",1988,1920,"['SCsg', 'CA2', 'out of brain', 'APN', 'CA1', 'SFO', 'CP', 'CA3', 'STR', 'MOs', 'SCop', 'TRS', 'No Area', 'VISam', 'Track not annotated', 'PO', 'VL', 'VPM', 'SCzo', 'LSr', 'MOp', 'LP', 'VISpm', 'PPT', 'PVT', 'SF', 'TH', 'V3', 'ACAd', 'RSPagl', 'ACAv', 'RSPd', 'LSc', 'SSp', 'DG', 'POST', 'RSPv', 'NOT']",4,im087_r-1.0,True
1190892228,1190940684,2022-07-11 15:40:05.549000,NP.1,EPHYS_1,615047,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating_DEV,205,"['probeA', 'probeB', 'probeD', 'probeE', 'probeF']",2358,1920,"['CA2', 'IGL', 'ORBvl', 'out of brain', 'ORBm', 'CA1', 'TTd', 'CP', 'CA3', 'LSv', 'STR', 'MOs', 'AD', 'ILA', 'IntG', 'TRS', 'No Area', 'Track not annotated', 'LGd', 'FRP', 'VL', 'OLF', 'SEZ', 'LSr', 'DP', 'SF', 'VISal', 'ACAd', 'LD', 'ACAv', 'RSPd', 'LSc', 'SSp', 'DG']",1,im104_r-1.0,True
1191131853,1191171011,2022-07-12 14:18:09.723000,NP.1,EPHYS_2,615047,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating_DEV,205,"['probeA', 'probeB', 'probeC', 'probeD', 'probeE', 'probeF']",1914,2304,"['IAD', 'IGL', 'out of brain', 'CA1', 'CP', 'CA3', 'LSv', 'MOs', 'No Area', 'MB', 'RSPv', 'VL', 'SEZ', 'PT', 'LSr', 'MOp', 'LGv', 'SUB', 'VISp', 'RT', 'SF', 'TH', 'V3', 'ACAd', 'ACAv', 'RSPd', 'NPC', 'LSc', 'SSp', 'DG', 'HPF', 'OP', 'NOT']",2,im114_r-1.0,True
1191375883,1191402762,2022-07-13 14:17:52.010000,NP.1,EPHYS_3,615047,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating_DEV,205,"['probeA', 'probeB', 'probeC', 'probeD', 'probeE', 'probeF']",1740,2304,"['CA2', 'AON', 'IGL', 'ORBvl', 'out of brain', 'ORBm', 'CA1', 'CP', 'CA3', 'STR', 'MOs', 'No Area', 'ORBl', 'FRP', 'VL', 'OLF', 'SEZ', 'LSr', 'LGv', 'RT', 'DP', 'VISal', 'ACAd', 'VISa', 'ACAv', 'RSPagl', 'RSPd', 'LSc', 'SSp']",3,im005_r-1.0,True
1191631184,1191660619,2022-07-14 13:38:02.072000,NP.1,EPHYS_4,615047,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating_DEV,205,"['probeA', 'probeB', 'probeC', 'probeD', 'probeE', 'probeF']",1699,2304,"['VPL', 'CA2', 'VISrl', 'IAD', 'APN', 'out of brain', 'CA1', 'MD', 'CP', 'CA3', 'MOs', 'ProS', 'No Area', 'VL', 'SEZ', 'PT', 'LSr', 'MOp', 'LGv', 'SUB', 'VISp', 'RT', 'SF', 'V3', 'ACAd', 'ACAv', 'RSPd', 'LSc', 'SSp', 'DG']",4,im087_r-1.0,True
1197514969,1197547900,2022-08-09 14:33:37.222000,NP.1,EPHYS_1,615048,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating,233,"['probeA', 'probeB', 'probeC', 'probeD', 'probeE', 'probeF']",2559,2304,"['VISl', 'CA2', 'MGm', 'IAD', 'MGv', 'out of brain', 'CA1', 'MD', 'CP', 'CA3', 'PIL', 'LSv', 'STR', 'MOs', 'SCop', 'TRS', 'No Area', 'MB', 'VL', 'SCzo', 'LSr', 'MOp', 'ACB', 'MS', 'PPT', 'SF', 'MGd', 'V3', 'ACAd', 'RSPagl', 'ACAv', 'RSPd', 'MRN', 'LSc', 'SSp', 'DG', 'HPF', 'RSPv', 'NOT']",1,im104_r-1.0,True
1197725774,1197751799,2022-08-10 14:14:53.846000,NP.1,EPHYS_2,615048,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating,233,"['probeA', 'probeB', 'probeC', 'probeD', 'probeE', 'probeF']",2246,2304,"['VPL', 'CA2', 'VISrl', 'OP', 'out of brain', 'CA1', 'CA3', 'STR', 'MOs', 'TRS', 'No Area', 'MB', 'MPT', 'PO', 'LGd', 'VL', 'SEZ', 'VPM', 'PT', 'LSr', 'MOp', 'LP', 'SUB', 'VISp', 'PPT', 'PVT', 'SF', 'TH', 'V3', 'ACAd', 'ACAv', 'RSPd', 'NPC', 'LSc', 'SSp', 'DG', 'HPF', 'RSPv']",2,im114_r-1.0,True
1197967151,1198001226,2022-08-11 14:13:42.892000,NP.1,EPHYS_3,615048,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating,233,"['probeA', 'probeB', 'probeC', 'probeD', 'probeE', 'probeF']",2742,2304,"['VISl', 'CA2', 'MGv', 'out of brain', 'APN', 'CA1', 'MD', 'CP', 'CA3', 'LSv', 'STR', 'MOs', 'MB', 'No Area', 'LGd', 'VL', 'LSr', 'MOp', 'SUB', 'CL', 'VISpm', 'VISp', 'TH', 'ACAd', 'RSPagl', 'ACAv', 'LSc', 'SSp', 'DG', 'HPF', 'NOT']",3,im005_r-1.0,True
1198130743,1198165587,2022-08-12 09:21:15.402000,NP.1,EPHYS_4,615048,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating,233,"['probeA', 'probeB', 'probeC', 'probeD', 'probeE', 'probeF']",2557,2304,"['VPL', 'CA2', 'out of brain', 'CA1', 'ZI', 'SFO', 'CP', 'CA3', 'LSv', 'MOs', 'TRS', 'No Area', 'MB', 'LGd', 'VL', 'VPM', 'LSr', 'MOp', 'LGv', 'PF', 'VISp', 'RT', 'PVT', 'SF', 'TH', 'V3', 'ACAd', 'RSPd', 'ACAv', 'SSp', 'LSc', 'DG', 'HPF']",4,im087_r-1.0,True
1194411467,1194443657,2022-07-26 15:36:06.211000,NP.1,EPHYS_1,615563,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating,213,"['probeA', 'probeB', 'probeC', 'probeD', 'probeE', 'probeF']",2878,2304,"['VISl', 'CA2', 'SCsg', 'IAD', 'ORBvl', 'out of brain', 'APN', 'ORBm', 'CA1', 'TTd', 'MD', 'CP', 'CA3', 'LSv', 'STR', 'MOs', 'SCop', 'ILA', 'No Area', 'MB', 'FRP', 'VL', 'SCiw', 'OLF', 'SEZ', 'SCzo', 'LSr', 'LGv', 'CL', 'VISp', 'DP', 'TH', 'ACAd', 'RSPagl', 'ACAv', 'RSPd', 'SCig', 'SSp', 'DG', 'AMd', 'RSPv']",1,im104_r-1.0,True
1194850630,1194907400,2022-07-28 13:48:52.855000,NP.1,EPHYS_3,615563,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating,213,"['probeA', 'probeB', 'probeC', 'probeD', 'probeE', 'probeF']",2106,2304,"['VISl', 'CA2', 'SCsg', 'IAD', 'IGL', 'ORBvl', 'APN', 'out of brain', 'ORBm', 'CA1', 'ZI', 'TTd', 'CP', 'CA3', 'STR', 'MOs', 'SCop', 'AV', 'ILA', 'IntG', 'No Area', 'MB', 'VL', 'OLF', 'SCzo', 'LSr', 'PL', 'CL', 'VISp', 'DP', 'TH', 'ACAd', 'RSPagl', 'ACAv', 'RSPd', 'LSc', 'SCig', 'DG', 'SSp', 'VAL', 'RSPv']",3,im005_r-1.0,True
1195036753,1195077403,2022-07-29 10:27:02.280000,NP.1,EPHYS_4,615563,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating,213,"['probeA', 'probeB', 'probeC', 'probeD', 'probeE', 'probeF']",1975,2304,"['VISrl', 'SubG', 'IGL', 'out of brain', 'CA1', 'CP', 'CA3', 'MOs', 'ProS', 'TRS', 'No Area', 'MB', 'LGd', 'VL', 'VPM', 'PT', 'LSr', 'MOp', 'LGv', 'SUB', 'PF', 'VISp', 'SF', 'PVT', 'V3', 'ACAd', 'ACAv', 'RSPd', 'LSc', 'SSp', 'DG', 'RSPv']",4,im087_r-1.0,True
1198796984,1198837896,2022-08-15 15:26:07.549000,NP.1,EPHYS_1,615564,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,DynamicGating,234,"['probeA', 'probeB', 'probeC', 'probeD', 'probeE']",2460,1920,"['out of brain', 'CA1', 'CP', 'CA3', 'STR', 'No Area', 'Track not annotated', 'LGd', 'VL', 'SEZ', 'Eth', 'VPM', 'MOp', 'LP', 'VISp', 'RT', 'VISal', 'TH', 'RSPagl', 'SSp', 'DG']",1,im104_r-1.0,True
